Geneid,control Evs_1,control Evs_2,control Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Rapgef2,218,27,0,0,1,0
Gak,576,32,230,1,728,264
Cks2,336,225,378,12,273,344
Morf4l1,1400,274,401,202,401,96
Trank1,0,0,0,0,0,0
Nectin2,251,0,0,0,131,0
Glrp1,299,102,92,148,19,109
Rpl17,3902,2376,3350,2392,3604,3026
Itgb1bp1,1811,894,687,469,753,816
Gm15772,38,53,34,75,40,29
Gm4968,0,0,0,0,0,0
Tmem65,600,364,197,165,336,630
Borcs7,48,22,292,0,77,77
Ftl1-ps1,2339,4258,4819,9745,11470,9704
Zfp706,3472,1696,3036,1856,3472,2962
Hsd3b3,0,0,0,0,0,0
Arf2,692,428,221,297,720,982
Ap3b2,0,0,0,0,0,0
Rpl9-ps6,316,391,457,428,645,652
Gm5453,6,11,19,4,19,23
Cyp4f37,0,0,0,0,30,0
Ifit3b,0,0,0,0,53,0
Nsl1,448,153,0,40,38,98
Fabp4,1381,221,1296,381,424,104
Zfp398,0,56,0,1,99,0
Mppe1,0,0,0,0,70,59
Timm17a,3958,975,1427,384,1621,606
Cnr2,0,0,10,11,27,322
Armc9,36,0,149,0,0,0
Tubb4a,0,0,0,0,0,19
Srpk2,78,39,14,2,193,48
Rps3a2,49,78,61,73,107,100
2310039H08Rik,984,253,213,97,307,31
Mysm1,1077,6,43,0,138,167
Ganc,0,7,1,0,0,0
Rpl7a,3234,1711,1836,1289,2634,2312
Atp5g2,1798,1114,990,727,1347,1212
Cebpzos,116,3,3,0,24,16
Ppox,778,0,136,484,486,40
Zfp677,0,0,0,0,0,0
AI413582,1046,460,86,208,475,211
Zfp512,92,387,428,450,319,257
Ei24,1597,3519,4245,4521,6232,6407
Tex101,9983,1732,2517,149,1760,456
Hikeshi,751,41,226,124,223,42
4833420G17Rik,626,0,17,0,148,132
Actg1,5440,1335,1336,734,2295,722
Gm14176,20,5,3,8,2,2
Zfp28,1,0,0,0,246,1
Phactr2,0,0,0,0,2,0
Impdh2,3511,1966,1065,2074,3475,2935
Klhl24,1533,271,730,573,1117,1471
Hdac10,1677,0,0,0,0,92
Acadm,2945,317,1214,196,570,165
Cfl2,629,13,146,0,163,59
Zfp938,31,7,0,49,23,106
Gm10123,1388,329,581,339,623,274
Mtap,1092,228,151,0,127,184
9130023H24Rik,0,18,0,0,93,0
Atp11c,1185,0,33,0,9,0
Kdr,0,0,0,0,0,0
Ufc1,1106,381,358,231,567,365
Cped1,982,239,115,0,18,79
Mrpl42,1537,971,1195,652,1434,1099
Ica1,1802,59,510,0,412,65
Rpl35,5650,3023,3757,2333,3464,3078
Ccni,1622,694,1143,412,1672,2213
2010204K13Rik,0,0,0,74,5,14
Manbal,782,88,288,101,393,102
Zfp780b,0,5,2,2,244,42
Ing2,0,0,0,0,92,1
Lrrc40,600,234,655,0,154,224
Mapk3,1141,328,336,285,761,338
Kif1b,349,233,0,0,169,253
Zfp26,0,0,0,0,159,18
Kcnma1,5,12,0,0,1,0
Bbs5,564,58,1,220,161,0
Clip2,2,0,0,0,0,0
Numbl,0,0,13,0,0,0
Hspb11,396,133,52,22,140,30
Pstk,0,0,0,0,13,61
Cd300lb,1505,128,308,0,632,512
Nol7,560,258,137,8,311,120
Ldha,42156,13775,14341,7696,20259,11633
Gpr84,0,0,0,0,4,0
Ptpmt1,258,260,139,196,336,219
1110038F14Rik,50,11,0,0,18,1
Zfp993,118,0,8,0,17,0
Scoc,263,84,128,16,108,42
Parp10,78,0,4,0,238,0
Naa15,1108,53,14,55,183,37
Hacd1,875,1104,1168,982,1958,2027
Zfp35,338,475,0,679,1045,805
Gm8995,1241,0,27,0,684,22
Tmem117,0,0,0,0,0,0
Rpl27,4688,1568,2527,1238,2472,1698
Usp31,42,206,4,623,460,806
1190007I07Rik,175,0,10,0,109,0
Gm9396,4,2,0,14,11,4
Krr1,302,61,174,273,285,26
Slc39a4,810,0,0,0,49,0
Mapk1,2794,410,527,61,733,879
Alg11,804,13,13,0,5,2
3300002I08Rik,0,0,26,0,0,0
Bcl9l,93,1,0,0,0,4
Zfp947,0,0,255,0,83,0
Tmed5,629,147,284,0,276,5
Stk24,1,0,109,107,114,51
Gm10131,11,6,12,0,10,2
Cyp26b1,131,0,0,0,11,0
Wscd2,0,0,0,0,0,0
Sorcs3,41,0,0,0,0,0
B9d2,157,66,75,0,166,171
Nmral1,0,0,0,0,91,30
Syne2,0,0,0,0,474,13
D630045J12Rik,0,1,1,0,0,2
Rps15,3964,3403,3982,2581,3571,3770
Lrmda,0,0,1,0,1,0
Snu13,2163,440,713,325,1142,795
Arhgap22,180,8,0,0,53,0
Snrnp70,718,262,533,393,392,161
Eno1,51093,6748,8413,2027,11465,2811
Nup98,2967,634,24,12,57,66
Gm10132,35,6,30,17,21,22
Aox1,1,0,0,0,0,0
Klhdc3,1778,371,607,33,718,369
Gm10134,19,0,0,0,0,1
Sox11,0,0,0,0,0,0
Jakmip1,53,18,0,0,1,0
Slc22a21,0,0,0,300,0,0
Zbtb18,0,0,0,0,163,122
Brwd3,0,27,0,0,0,11
Gm13910,4,5,10,2,11,1
Cycs,3138,529,1289,192,1188,266
Gm8730,47,65,100,72,114,74
Sfxn4,224,28,6,23,18,17
Sp3os,156,18,42,0,15,17
Rnf217,5,0,144,64,75,66
Utp14a,131,36,120,0,95,111
Chchd1,602,193,534,8,334,238
Prpf38a,1814,0,290,0,373,147
Ap3s2,816,218,295,424,501,496
Hspbp1,1152,71,403,195,157,88
Lin28b,0,150,0,0,9,0
Gpatch1,374,318,0,123,0,1
Alms1,0,0,80,0,104,238
Ppcdc,476,41,115,0,77,26
Gpx1,3925,1122,1420,661,1482,954
Chd4,1359,649,402,12,495,166
Rps6-ps1,4,6,77,12,10,9
Uqcrh,2571,799,1357,405,1218,1314
Ptcd3,1454,274,580,0,493,91
Rpl7l1,4145,1785,2030,984,2322,1426
Crem,102,0,121,0,0,0
Zkscan8,14,0,0,0,0,0
CAAA01118383.1,251,81,2,73,102,85
Gm7964,495,67,156,27,133,46
Dpp3,4578,1503,545,588,1776,1308
Pepd,2982,544,453,0,710,381
Brpf3,215,5,0,0,16,23
Amd2,9,15,6,7,10,8
Nr6a1,2,9,11,93,235,318
Pym1,63,3,50,0,16,0
Gpn1,1229,727,206,695,733,399
Trerf1,844,0,327,0,328,5
Dzip3,0,0,207,0,227,4
Ipcef1,0,186,0,0,1,232
Mtx1,1124,189,334,68,284,262
Vrk2,142,48,228,0,74,101
Cnnm2,0,0,326,0,0,0
Hcst,87,58,0,0,17,20
Mocs1,652,0,0,90,91,71
Med14,267,0,47,0,87,28
Cenpj,0,0,0,0,3,0
Fam172a,688,197,167,0,433,55
Zfp69,0,0,0,0,27,0
Arih2,495,202,203,351,2046,463
Rab44,0,0,0,0,0,0
Tnnt1,0,0,0,0,0,0
Rab3ip,1186,100,236,0,115,55
Gm4735,105,10,4,1,22,7
Gm10145,27,5,6,0,3,0
Ano6,3944,19,392,1,759,291
Ifi27,4029,571,1202,180,1554,297
Ethe1,292,61,68,0,26,120
Vmn1r13,0,0,0,0,0,0
Gimap8,0,0,0,0,0,0
Zfp428,0,0,0,0,19,0
Hvcn1,649,158,0,68,288,0
Cdpf1,1,111,150,71,220,221
Tank,1692,234,348,0,305,18
Clasp1,345,4,643,0,327,0
Lrrc51,0,0,0,0,23,17
Gm10146,31,2,15,10,11,5
Siva1,501,802,690,503,1300,1282
Scn1a,0,0,0,0,1,1
Pde6h,0,0,0,0,0,1
mt-Rnr1,3395,674,1820,239,564,135
mt-Rnr2,20434,3473,8507,1536,4474,1020
mt-Nd1,7959,894,2611,173,2762,275
mt-Nd2,985,133,536,36,397,70
mt-Co1,16533,1539,4529,482,5224,424
mt-Co2,87,1,17,1,15,0
mt-Atp6,56,8,11,0,10,0
mt-Co3,184,9,59,1,33,1
mt-Nd4,1386,286,502,0,545,27
mt-Nd5,4587,699,1359,9,933,184
mt-Nd6,991,98,205,1,110,17
mt-Cytb,11676,1023,2049,147,2682,167
mt-Tp,18,0,4,0,10,0
Selenop,0,100,0,0,47,66
Rn7sk,30,0,12,0,9,4
Snord104,17,30,62,52,43,25
Vaultrc5,50,57,110,35,19,47
Gm23849,17,13,0,17,46,6
Tacc1,99,551,746,758,1139,1373
Cpped1,737,0,239,0,112,36
Aurkaip1,3143,651,693,569,907,379
Dhrs3,356,16,253,0,19,0
Ubr4,608,17,377,107,462,437
Hnrnpr,1598,187,361,27,370,207
Med18,97,0,182,0,2,0
Phactr4,68,47,240,0,62,55
Gm1976,0,19,0,0,0,0
Gm13611,2,2,7,8,8,6
Adamtsl1,0,0,0,0,0,12
Kndc1,0,0,0,0,0,0
Prpf4,0,468,728,279,516,180
Cdc26,700,168,424,272,446,361
Slc31a1,2213,811,1765,506,952,205
Fkbp15,600,230,415,30,218,4
Slc31a2,2337,293,254,185,663,0
2510046G10Rik,17,0,0,0,0,12
Anks6,78,0,0,0,94,48
Ipo7,1972,179,910,116,1270,680
Tmem42,0,0,0,20,56,11
Pomgnt2,825,0,205,398,69,50
Trim12a,277,236,142,166,216,213
Vps37b,96,61,187,193,335,104
Numa1,1388,0,159,53,808,45
Gm12918,163,142,114,126,206,164
Impad1,362,50,289,40,309,162
Wdr6,1686,82,0,0,393,237
Rps13-ps1,15,2,7,14,8,7
Serpina3f,0,71,0,0,0,0
Nrxn3,6,0,0,0,1,0
Akap13,1308,343,637,691,1500,527
Gm10263,18,2,9,24,2,24
Msl2,624,184,0,0,35,0
Zfyve26,781,1,52,0,281,360
Rdh11,561,23,0,0,218,29
Mthfs,232,55,122,0,23,23
Vmn2r57,0,0,0,0,0,0
Hmgb1,4260,642,533,354,1738,411
Lsm14a,1477,617,428,110,1242,622
4931406P16Rik,0,425,110,262,468,336
Flvcr1,230,356,198,0,518,475
Zfp932,0,0,20,0,0,0
Tecpr1,15647,505,1665,1140,2154,554
Pgk1-rs7,20,0,0,0,0,0
Ttc32,568,99,52,88,233,105
Fbxl18,391,654,340,1124,2596,1293
Wdr35,1507,0,0,0,102,0
Gm5113,446,0,353,0,116,0
Pilrb2,81,0,0,0,102,31
Pilrb1,993,0,161,0,514,0
Zbtb16,0,14,0,0,0,0
Gm10175,5,39,28,16,36,36
Vkorc1l1,16,46,196,0,312,123
Tnfsf18,0,0,157,0,0,0
Zbtb6,325,0,0,0,84,9
Rnasel,1681,324,250,0,280,144
Gm10180,18,6,8,10,11,9
Zfp810,318,0,0,0,171,91
Zfp772,0,0,0,0,36,17
Ecsit,478,355,0,163,329,90
Hmcn1,0,0,0,0,1,0
Oas1g,427,154,348,0,165,50
Nck2,465,76,308,88,188,38
Zfp617,262,0,0,0,151,6
Fbxl12,43,0,162,0,0,79
Vsig10,99,0,58,88,7,19
Suds3,378,250,165,286,444,740
Bub3,3763,894,1663,284,1415,900
Gm3608,70,19,45,2,19,30
Rps12-ps3,20,18,22,14,35,25
Hes6,787,0,325,140,200,92
Polr1c,1108,621,543,149,910,876
Xpo5,1500,0,749,1,329,227
Col4a4,0,0,0,0,19,1
Gm5560,19,2,5,1,5,3
Eif1ax,1561,217,457,171,707,732
Frat1,0,0,1,6,8,25
H2-K2,111,0,1,0,3,0
H2-T23,6329,957,1455,12,1369,123
Lgi1,0,1,0,2,4,0
Rplp0,23537,22703,24743,21465,29379,30338
Rps28,4650,6294,7242,7616,7336,8783
Bmpr2,0,0,0,0,0,0
Rps25-ps1,40,38,41,40,45,64
Tmem128,307,27,0,0,156,39
Lyar,904,754,752,619,1136,548
Trmt2b,572,64,73,75,18,107
B3galt4,161,0,0,0,85,0
Zfp563,359,0,0,0,61,2
Zfp763,0,0,0,0,0,0
Hdac8,148,0,220,0,10,35
A430093F15Rik,326,19,117,0,0,43
Pcna-ps2,34,0,8,0,15,4
Syngap1,37,0,46,13,0,0
Prkag1,178,135,31,78,80,17
Lpar5,222,0,0,0,41,0
Gm10221,41,3,16,10,9,17
BC003965,401,160,111,0,433,139
Blcap,1286,879,285,471,1025,845
Pex26,0,67,0,654,211,194
Romo1,3153,1044,1350,618,1139,761
Arfgef1,28,121,326,8,455,376
Rpl31-ps8,86,58,54,63,86,76
Htatsf1,1036,298,1078,224,984,1295
Sptbn2,0,0,0,0,1,31
Zfp991,174,66,46,0,39,57
Zfp948,5,0,0,0,55,0
Zfp160,0,0,0,0,7,0
Gtf2f2,1261,185,80,4,238,102
Lrch1,0,0,0,0,74,10
Afdn,593,68,248,74,195,112
Tcp1,4635,2547,2996,3444,5318,4799
Tm9sf4,6108,347,307,0,1026,0
Cenpm,361,260,400,213,297,225
Ccdc134,0,0,154,0,241,196
Ninl,519,1,0,0,55,56
Cst7,1658,108,181,78,135,35
Zfp442,0,0,0,0,84,66
Zfp120,0,100,95,0,444,60
Gm10232,5,1,1,2,1,4
Ndufaf2,53,81,0,70,38,25
Macrod2,0,0,0,0,0,0
Pick1,173,21,0,27,53,31
Lgals1,16812,4498,7164,2056,5096,2589
Gm11808,60,25,17,22,22,10
Phf11d,746,141,25,147,248,21
Apol9b,0,11,0,0,202,0
Amn1,460,0,128,0,0,0
Gm5879,21,7,2,2,4,6
Ap5s1,422,103,457,89,87,224
Cenpb,802,709,846,726,1130,1179
Usf3,0,14,0,0,37,116
Ddrgk1,512,477,211,318,816,357
Aup1,2764,460,714,286,755,326
Htra2,663,291,546,194,524,216
Dok1,1337,490,423,94,207,101
Chrac1,601,87,65,0,107,75
Cep152,489,0,25,0,23,1
Rpl34-ps1,21,30,35,18,28,41
Duox2,0,0,0,0,0,0
B630019A10Rik,0,0,0,0,0,127
Gm5518,7,2,4,1,12,1
Mfap1a,283,125,160,17,34,7
Gng5,3249,743,1098,523,1435,611
Doxl2,262,0,0,0,117,0
Zfp467,72,0,264,0,89,34
Myadm,3813,796,742,138,284,30
Zfyve19,1619,399,379,238,591,508
Mgam,0,0,0,0,0,0
Clec16a,18,95,69,0,74,137
Myoz1,309,25,96,0,40,0
Flnc,2687,426,2162,0,80,48
Gm10250,18,1,1,8,4,4
Tmem167b,932,1155,0,649,2326,1700
Sars,17235,2653,3381,614,4387,1038
Celsr2,0,0,0,0,0,0
Cry2,0,0,0,0,1,0
Psrc1,484,69,142,84,75,0
Sort1,275,28,0,0,0,50
Psma5,5180,1435,1661,763,1792,1046
Il3ra,19,26,0,71,28,2
Gstm6,0,0,0,0,0,0
Rap1a,2764,278,1146,66,752,638
Csde1,13962,2809,2182,1707,5779,3277
Hist2h2be,1790,211,0,0,157,68
Hist2h2ac,0,14,13,0,19,27
Sf3b4,4543,555,117,110,469,34
Selenbp1,3856,155,329,286,669,225
Cgn,0,0,1,0,0,1
Selenbp2,151,160,0,0,13,0
Ssb,1608,359,530,0,532,105
Clk2,1697,114,135,0,187,4
Dap3,2074,760,627,702,786,454
Msto1,561,156,144,589,451,522
Syt11,18,0,33,46,199,32
4930589L23Rik,124,0,0,0,11,4
Zfp619,0,0,6,0,0,0
Zbtb34,0,200,130,1,268,403
Urm1,0,29,281,0,104,65
Slc7a14,112,27,0,0,23,1
Cdk7,1259,50,598,0,425,24
Pde7a,0,0,0,226,0,20
Zbtb10,568,0,0,0,0,0
Fgfr1op,1682,302,59,99,449,868
Adgrv1,0,0,12,0,0,0
Nr2f1,97,101,0,0,4,4
Zfp72,281,0,0,61,109,0
Zfp874a,0,0,0,0,0,0
Zfp825,0,61,0,0,86,35
Fam8a1,24,9,29,0,109,51
Dusp22,783,263,601,245,734,715
Hist1h2ac,0,0,0,0,0,0
Hist1h2ae,88,103,109,31,39,30
Epc2,0,0,5,216,0,35
Lyz1,70,3,24,3,12,1
Lyz2,142957,15321,34833,2669,36138,3455
Tmem19,0,2,720,519,430,256
Scyl2,543,0,360,164,1,115
Dazap1,242,166,276,162,233,151
Tspear,0,99,0,0,48,0
Ank3,3,0,0,0,0,0
Strada,1850,244,0,0,70,152
Pex11g,42,0,0,0,49,22
Marcks,109,3,132,0,25,127
Pcgf1,207,210,83,0,247,77
Gm10275,84,74,94,70,92,80
Zfp975,0,0,0,0,0,0
Arid1b,312,0,27,3,194,107
Psmb3,3003,522,1236,268,978,287
Msi2,0,30,0,0,15,10
Wfdc17,2455,422,1278,23,1021,84
Slfn9,567,507,0,0,106,14
Fam57a,0,153,25,0,12,56
Nlrp1a,0,0,0,0,0,0
Ahnak,4290,1244,1389,14,2176,896
Sat2,0,22,0,0,86,0
Sco1,206,0,0,0,205,61
4930438A08Rik,347,0,6,0,69,0
Irgm2,0,0,321,0,0,0
9930111J21Rik2,648,18,19,0,61,0
9930111J21Rik1,592,98,25,0,66,0
Atxn1l,67,361,351,239,881,1520
Gm12166,111,25,85,0,20,5
Spdl1,299,35,659,0,132,42
B3gnt9,401,0,0,0,34,0
4932416K20Rik,0,0,0,0,11,0
Rps13-ps2,95,122,120,69,149,105
Fcho1,0,0,0,0,0,0
Ell,1103,323,239,0,215,229
Ssbp4,1733,906,382,730,1393,1016
Sp140,571,51,177,0,225,131
Sp110,379,65,0,0,137,25
Fat1,0,0,0,43,6,0
Mfhas1,755,185,502,142,290,320
3000002C10Rik,0,0,0,0,0,0
Ndufaf3,564,161,298,78,89,173
Gmppb,170,0,308,0,146,2
4930581F22Rik,0,0,62,0,0,6
Eif3g,2239,349,554,0,768,361
Rnf213,480,5,262,0,487,13
Fbxo47,13,0,0,0,0,0
Gpr179,0,0,10,0,0,0
Gm10288,73,64,48,77,106,119
Hsf5,0,0,0,0,0,0
Ccnd1,617,525,682,711,979,772
Prss36,0,0,0,0,13,11
Capza1,6004,1532,2601,368,2957,1787
Nlrp1b,0,7,0,0,31,172
Tmem256,1582,264,594,268,412,224
Rnf121,193,0,19,0,107,12
Il18bp,0,0,0,0,0,0
Gm10291,4,0,4,0,0,0
BX649560.1,0,66,48,23,457,211
Tlnrd1,839,304,571,260,238,202
Gm10293,7,2,0,0,0,0
Chchd2,4494,881,1579,495,1711,531
Ctcfl,0,0,1,0,0,8
Nsmce3,0,19,110,0,112,46
Fcrlb,0,0,0,0,0,0
Top1,1752,187,157,91,233,92
Rasal2,240,236,0,14,33,174
Trmt112-ps2,19,0,0,12,1,2
Mn1,59,7,45,101,32,134
Fv1,69,0,0,0,0,0
Vsig10l,0,0,0,0,0,0
Zfp992,40,11,111,0,26,24
Gm13127,88,21,9,8,26,4
Lrrc8b,607,1,158,71,416,269
Etnk2,0,0,0,0,0,31
Rnf186,0,40,0,0,76,37
Htr1d,0,0,0,0,0,0
Runx3,1053,110,170,455,277,80
Cntnap5a,0,0,0,0,0,0
Utp3,723,287,694,0,653,480
Sars2,0,0,0,0,147,0
Eid2b,199,20,0,0,99,41
Zfp974,0,0,0,0,31,16
Gm10282,100,54,62,6,80,22
Rmdn3,1395,68,377,0,382,171
Rbm44,0,0,0,0,0,0
Fryl,476,38,0,50,1,59
Tmem35b,1545,330,636,0,717,74
Dgkd,6130,2056,3122,3835,6780,5598
Rbm47,106,60,10,97,169,81
Bicra,10,0,0,0,2,6
Zswim9,161,0,0,0,144,0
Zscan18,0,3,0,0,213,187
Gm1673,153,30,39,0,7,26
Ccnyl1,0,0,1,0,26,1
Lilra5,0,0,0,0,0,0
Ccdc173,0,0,5,0,31,0
Zfp352,0,0,0,0,0,0
Klhl9,1710,171,614,8,112,6
Rraga,508,0,132,263,99,0
Tgfbrap1,757,474,0,0,268,629
Il1rl2,0,0,0,0,0,99
Rabepk,878,167,1011,178,339,325
Dnajc25,18,33,12,51,12,83
Ndufb6,777,316,320,114,360,197
Camkmt,0,0,0,0,46,0
Impdh2-ps,41,24,14,29,56,34
Rasgrp3,4007,630,466,200,664,354
Safb,1005,477,295,0,270,37
Zfp827,0,0,0,0,0,0
Treml2,0,51,0,0,0,0
Ptges3,1419,179,643,256,777,374
Lrrc73,30,24,0,27,6,0
Yipf3,1764,182,474,21,204,41
Jund,106,29,74,6,9,41
Nr2c2ap,19,9,4,20,15,1
1700029J07Rik,0,0,8,0,0,0
Srsf3,3416,467,1426,965,1905,1234
Arhgef10,0,79,0,0,5,55
Smim15,989,0,0,0,11,7
3830408C21Rik,0,0,0,0,0,0
Ccdc78,0,117,171,0,0,0
Naip5,53,188,0,0,97,107
Cecr2,0,0,0,0,0,0
2210408I21Rik,257,46,4,0,42,5
Slc25a16,380,17,0,0,127,160
Zfp213,132,52,0,0,0,7
Zfp946,78,0,0,0,34,0
Zfp942,52,181,0,0,1,0
Zfp65,0,0,0,0,0,0
Zfp58,0,0,93,0,0,0
2610044O15Rik8,0,0,11,0,269,52
Armc2,90,0,0,0,10,0
Mfsd4b3,0,106,0,0,0,0
Tia1,0,69,151,0,76,15
Lsmem1,0,0,0,0,0,0
Setdb2,0,0,0,0,0,0
Tbpl1,744,204,327,527,424,427
Map3k5,0,0,0,0,0,0
Hpcal1,447,420,513,236,196,142
Rpl23,5497,3602,5083,3215,5918,5925
Grid2,0,0,13,0,2,0
Psmg4,451,239,247,72,337,142
Gm11397,0,0,0,0,0,0
Dtnb,291,826,653,139,580,639
1110002L01Rik,385,5,105,0,60,128
Zfp777,0,0,0,0,0,0
Nutf2-ps1,19,3,6,8,15,3
Usmg5,4108,1130,2118,591,1331,595
Pcnp,691,129,229,73,436,280
Klrg2,829,146,72,95,167,54
Nt5dc2,1500,1122,1641,716,2362,2175
Cpa2,0,0,90,0,53,0
Rnls,0,0,0,129,0,27
Fam189a2,280,317,358,381,614,629
2510002D24Rik,0,38,0,0,18,0
Rimbp3,0,0,0,0,218,0
Cebpd,430,51,275,100,121,22
Eef1g,15972,13637,11982,14370,22562,21692
Tut1,868,462,105,200,256,0
Mta2,5144,970,812,2,472,273
Eml3,700,97,171,0,174,17
Rom1,0,161,0,97,0,82
B3gat3,355,315,58,194,201,320
Ganab,7488,1620,824,787,1342,681
Ints5,747,185,211,291,187,375
Uqcc3,335,155,271,218,359,289
Ubxn1,4255,989,1505,373,1342,883
Lrrn4cl,985,0,271,0,362,12
Bscl2,1136,146,442,0,345,161
Hnrnpul2,146,32,121,368,134,369
Ttc9c,97,242,457,122,252,150
Zbtb3,206,58,0,0,38,4
Polr2g,2920,477,635,407,1178,550
Snx29,0,0,1,38,199,222
Gm960,356,119,0,0,80,242
Sms,566,288,918,79,839,328
Mpst,106,0,0,93,109,20
Csf2rb,8094,2678,2116,3973,3865,4196
Csf2rb2,517,228,1,240,325,285
Ncf4,2210,363,519,0,868,73
Smpd5,182,0,0,0,0,0
C230004F18Rik,11,0,0,1,0,0
Zhx2,0,28,0,0,0,0
2610005L07Rik,23,42,21,22,38,42
6820431F20Rik,4,4,12,0,1,14
Ccdc112,0,0,51,0,34,0
Mcc,0,0,0,0,0,0
Ppia,24911,6338,8893,5762,10638,4796
Ccnf,0,0,0,0,710,45
A530040E14Rik,173,30,1,16,17,0
Ang,83,50,126,0,79,19
Tuba1a,2368,521,384,199,975,314
Trim6,0,4,3,17,4,14
Taf1a,0,0,0,22,0,0
C2cd6,0,0,0,0,0,0
Nanos1,0,0,191,0,139,221
Phf20l1,569,7,226,65,88,258
Fam84b,28,0,1,0,6,0
Slc39a2,1941,322,436,0,545,328
Gm10369,0,30,0,0,0,0
Ptrh2,702,55,290,87,186,135
Gm10382,7,0,0,0,2,0
Gm10384,0,0,4,0,0,39
Slfn2,3891,1225,1137,0,1333,63
Slfn10-ps,1874,300,0,0,494,327
Zfp9,0,10,0,0,0,33
Lyrm9,199,101,249,295,756,542
Spef2,0,0,0,0,0,0
Rpl37rt,91,87,150,173,156,203
1500011B03Rik,874,131,304,0,243,168
Smim10l1,369,12,1,1,343,92
Myo18b,0,1,0,0,0,0
Gm6712,0,6,0,0,77,0
4930522L14Rik,32,11,0,55,11,0
5430403G16Rik,0,0,0,0,0,0
Gm10419,0,0,0,0,15,0
Grcc10,96,15,25,17,21,6
9330160F10Rik,0,4,161,0,8,0
Ahnak2,3494,226,465,366,803,867
Cep170b,683,1480,2047,1294,1494,1799
G530011O06Rik,0,0,0,0,34,14
Tmprss11a,0,0,0,0,0,0
A530017D24Rik,0,4,51,18,58,19
Rybp,7,0,0,27,4,8
Nfxl1,504,0,0,82,132,92
4933439C10Rik,0,31,33,0,10,1
Gm12258,0,0,70,0,0,0
Gm10443,52,65,68,89,58,91
Sod3,0,0,144,0,0,0
Ptgr2,1060,275,134,0,322,249
Armcx5,238,0,0,0,74,50
Oip5,158,0,0,0,45,39
Gm5127,0,0,0,0,0,0
Uprt,0,0,0,0,0,0
Zxdb,0,0,93,4,1,61
Srp54a,75,0,7,0,16,12
Lrrc61,0,0,173,0,33,45
Gm1141,0,0,0,0,0,0
Vma21,1546,535,214,244,645,395
Tmem185a,2045,43,477,295,391,1381
5031425E22Rik,689,2517,3499,3135,5077,4286
1810058I24Rik,1948,1479,1478,1104,2444,2046
Zfp449,0,0,0,0,0,6
Bnip3l-ps,63,5,1,1,10,9
2500004C02Rik,15,31,35,35,134,53
Dnmt3aos,122,0,3,50,0,18
Gm10499,1,2,11,5,0,10
H2-T-ps,2,0,0,0,0,0
H2-D1,73199,12801,16016,3694,13624,2874
Lst1,345,67,253,3,95,35
C4b,0,0,496,0,0,0
Zfp414,339,192,52,0,149,28
Gm4924,355,0,4,0,0,77
Arhgdig,231,40,27,4,67,102
Wdr90,918,124,0,0,160,140
Eme2,112,0,0,0,101,57
Gm10509,0,0,0,0,0,0
Smok2b,0,0,0,0,0,0
Pnldc1,0,0,28,0,28,0
Sft2d1,926,89,520,84,301,19
Rsph3a,206,75,105,7,100,15
D730003I15Rik,0,173,246,147,135,129
44987,1208,576,264,0,614,427
Ifi204,405,129,65,0,52,0
Ifi207,809,22,413,0,305,11
F830208F22Rik,0,0,0,0,0,0
Gm5532,0,0,0,0,47,0
E330020D12Rik,76,0,166,29,175,84
Cep76,262,80,291,0,12,0
Ppp1r12b,0,746,1964,4143,10653,8491
Csnk1g3,180,42,1,235,140,156
1700066B19Rik,0,0,0,30,0,0
Prob1,0,0,0,49,0,0
Gal3st2c,0,0,0,0,41,0
D2hgdh,348,0,34,0,236,44
Cops9,1356,1045,1392,523,1153,1031
C130036L24Rik,0,3,136,0,31,62
Fbxo36,216,0,7,0,35,0
Rab18,1310,98,301,0,387,181
Wdfy1,1791,1071,1278,811,1106,598
Gm10557,21,34,14,0,14,18
Catip,0,0,45,0,24,0
Nbeal1,25,14,277,16,159,5
Hspe1,3199,861,1878,1058,1750,985
Pgap1,0,0,44,46,4,0
Faap20,707,414,791,902,765,657
Klhl21,354,8,332,166,607,448
Rpl31,4108,3349,3258,2961,4029,3219
Cenps,254,35,154,86,21,23
Lmbrd1,3135,341,1006,135,448,0
Tmem51os1,0,0,0,0,58,0
Rsg1,0,67,0,0,12,14
Gm16287,0,0,0,0,0,0
5730409E04Rik,0,0,0,1,1,16
Btbd19,0,0,0,0,92,43
Kti12,785,367,466,460,426,257
Efcab7,201,0,0,0,0,0
Alg6,325,0,32,0,213,0
Tufm,1923,679,660,206,907,743
Iqck,0,68,0,0,0,0
Mob3b,0,0,0,218,0,0
Trim68,0,92,408,0,108,0
Olfr554,0,0,0,0,0,0
Gm9574,0,0,0,0,0,0
Rhog,2672,288,0,98,805,277
Ggh,622,0,322,0,0,48
4632427E13Rik,0,0,0,0,212,0
Exoc8,0,7,0,0,298,95
Mc1r,0,0,0,0,0,0
4930520O04Rik,0,0,0,0,0,1
Osgin1,776,131,1,0,51,10
Mlycd,99,40,49,0,93,51
Snrnp40,1243,250,932,4,316,56
Svip,31,8,0,0,0,0
Rbm15b,17,262,446,580,808,1455
Rpl10-ps2,0,0,0,0,0,1
Ntf5,0,0,0,0,0,0
Rpl13a,232,486,428,491,545,543
4930513N10Rik,0,0,0,0,0,0
Nlrc5,389,0,571,91,157,88
Zfp788,0,0,0,0,37,0
AW146154,406,0,0,0,43,0
